<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
xxxx;D;200319;000000;142.65;153.25;139.275;152.85;20219240
xxxx;D;200320;000000;155.825;165.125;155.45;157.5;23449254
xxxx;D;200323;000000;151.3;162.375;150.525;158;15947210
xxxx;D;200324;000000;165.05;167.475;162;164.4;12598024
xxxx;D;200325;000000;168;177.425;158.5;164;26355978
xxxx;D;200326;000000;163.325;167;160.5;162.5;12924246
xxxx;D;200327;000000;164.025;164.675;154.275;155.5;12101436
xxxx;D;200330;000000;154;158.975;149.1;158.25;15584356
xxxx;D;200331;000000;161.625;163.475;158.975;163;14373802
xxxx;D;200401;000000;158.65;161.9;157.8;160.15;11499732
xxxx;D;200402;000000;163.85;164.975;155.875;160.875;16636814
xxxx;D;200403;000000;160.025;163;159.125;160.4;13861878
xxxx;D;200406;000000;162.45;169.3;161.85;168.35;16973610
xxxx;D;200407;000000;170.75;176;170.125;171.85;25806450
xxxx;D;200408;000000;171.825;175;169.6;175;12544424
xxxx;D;200409;000000;178.025;184.7;176.875;182;25190134
xxxx;D;200410;000000;180.925;183.9;177.5;182.95;12599350
xxxx;D;200413;000000;182.875;185.625;179.075;179.5;14023220
xxxx;D;200414;000000;181.975;182.25;175.975;177.075;11582412
xxxx;D;200415;000000;175.9;175.925;165.875;166.2;17948456
xxxx;D;200416;000000;167.4;172.325;163.5;170;17390438
xxxx;D;200417;000000;173.55;174;170;171.5;8057330
xxxx;D;200420;000000;169.825;171.375;168;169.025;8108498
xxxx;D;200421;000000;166.85;166.9;163.2;165.5;12092830
xxxx;D;200422;000000;164.75;170.85;163.55;170;11115362
xxxx;D;200423;000000;171.25;172.275;169.1;171.35;8701738
xxxx;D;200424;000000;170.5;170.8;168;168.525;7137368
xxxx;D;200427;000000;168.5;170.425;168.25;169.5;4549888
xxxx;D;200428;000000;169.425;175;168.925;172.5;11355794
xxxx;D;200429;000000;173.8;176.15;173.25;175.975;7750638
xxxx;D;200430;000000;177.875;179.175;173.8;174.5;8808346
xxxx;D;200504;000000;172.55;175.5;170.525;174.3;6542910
xxxx;D;200505;000000;176.375;178.275;175.8;177.375;5971324
xxxx;D;200506;000000;177.5;179.475;176.525;176.55;6625856
xxxx;D;200507;000000;177.25;179.7;176.875;177.65;5358472
xxxx;D;200508;000000;178;178.925;175.25;176.875;5397294
xxxx;D;200512;000000;176.65;177.55;175.5;175.925;4074818
xxxx;D;200513;000000;175;175.2;171.025;171.025;6913896
xxxx;D;200514;000000;170.375;172.5;169.575;171.55;5772982
xxxx;D;200515;000000;173.125;174.25;171.075;171.075;4323944
xxxx;D;200518;000000;173.1;175.225;172.5;174.95;5099322
xxxx;D;200519;000000;175.5;177.15;173.35;174.15;6006726
xxxx;D;200520;000000;174;176.175;173.15;176.05;5574620
xxxx;D;200521;000000;176.275;177.1;173.925;174.8;6835464
xxxx;D;200522;000000;173.875;174.4;172.65;173.35;4241286
xxxx;D;200525;000000;174.075;175.45;174.025;175.025;2386494
xxxx;D;200526;000000;175.95;177.85;175.3;175.5;5708726
xxxx;D;200527;000000;175.5;178.25;175.25;176.95;7280066
xxxx;D;200528;000000;177.75;180.3;177.05;179.85;7992602
xxxx;D;200529;000000;179.5;181.55;176.5;181.55;8214488
xxxx;D;200601;000000;182.025;183.65;181.35;183.2;7660308
xxxx;D;200602;000000;183.675;185.875;183.25;185.875;9204188
xxxx;D;200603;000000;186.35;189.9;186.25;189.9;9164240
xxxx;D;200604;000000;189.35;189.5;184;185.75;9600574
xxxx;D;200605;000000;186.5;188.375;185.95;187.975;6276268
xxxx;D;200608;000000;188.65;189.725;187;188.475;7384230
xxxx;D;200609;000000;188.95;189.175;185.825;188.5;5551798
xxxx;D;200610;000000;188.8;189.075;186.825;187.9;4550652
xxxx;D;200611;000000;186.325;186.4;182.2;183.725;7332306
xxxx;D;200615;000000;180.975;185.25;179.15;184.225;5712064
xxxx;D;200616;000000;185.975;187.15;184;184.4;5141664
xxxx;D;200617;000000;184.625;185.8;182.25;182.5;4967146
xxxx;D;200618;000000;182.15;182.475;179.15;179.5;6528086
xxxx;D;200619;000000;180.625;181.75;176.275;176.275;10789500
xxxx;D;200622;000000;176.975;178.75;176.15;177.825;7235884
xxxx;D;200623;000000;177.775;179.4;177.15;177.7;4101786
xxxx;D;200625;000000;175.55;178;174.875;178;5247058
xxxx;D;200626;000000;177.825;178.5;175.2;175.75;3885898
xxxx;D;200629;000000;175.775;177.55;174.225;177.425;3876436
xxxx;D;200630;000000;177.15;177.75;174.6;175.25;4290034
xxxx;D;200702;000000;175.7;177.9;175.675;177.05;4301530
xxxx;D;200703;000000;177.6;178.475;176.9;178.35;3388510
xxxx;D;200706;000000;179.85;180.8;179;180.4;5088148
xxxx;D;200707;000000;179.925;180;178.275;178.675;4218710
xxxx;D;200708;000000;178.6;178.75;176.375;177.55;5722726
xxxx;D;200709;000000;177.825;177.925;175;175.875;5093686
xxxx;D;200710;000000;174.95;176.275;174.3;176.175;4297152
xxxx;D;200713;000000;176.8;176.975;174.775;175;4345600
xxxx;D;200714;000000;175.15;175.275;170.9;174.575;7459598
xxxx;D;200715;000000;175;175.275;173.7;174.975;4067526
xxxx;D;200716;000000;174.075;174.7;173.125;174.05;2903178
xxxx;D;200717;000000;174.1;174.4;173.025;174;3087806
xxxx;D;200720;000000;173.925;185.675;173.25;185.5;21577548
xxxx;D;200721;000000;185.775;193.6;185.775;190.35;28044774
xxxx;D;200722;000000;190;191.75;187.6;189.45;10063070
xxxx;D;200723;000000;190.625;191.025;185.8;187.325;7566862
xxxx;D;200724;000000;187.45;190.125;185.6;189.75;5863396
xxxx;D;200727;000000;190.55;197.5;190.225;196.05;18094604
xxxx;D;200728;000000;196.525;197.575;193.7;194.525;6403122
xxxx;D;200729;000000;194.425;196.475;192.5;196.2;8073330
xxxx;D;200730;000000;193.125;195.575;191.25;193.05;8930466
xxxx;D;200731;000000;192.45;194.5;192.45;193.775;5611052
xxxx;D;200803;000000;194.2;200.675;193.8;200.625;13296632
xxxx;D;200804;000000;201.025;203.525;199.25;201.925;8717434
xxxx;D;200805;000000;202.65;203.625;190.55;192.75;37360176
xxxx;D;200806;000000;192.8;193.9;187.15;189.15;17117310
xxxx;D;200807;000000;189.025;189.7;182.975;183.6;20044360
xxxx;D;200810;000000;183.525;185.25;182.55;183.775;7991174
xxxx;D;200811;000000;183.2;187.275;183.025;184.65;11745660
xxxx;D;200812;000000;185.825;188.5;184.675;188.4;7974676
xxxx;D;200813;000000;187.95;189.925;187.275;188.2;6898606
xxxx;D;200814;000000;188.825;189.225;186.375;188.6;5013318
xxxx;D;200817;000000;189.3;190.5;186.85;188.05;7197028
xxxx;D;200818;000000;187.975;188.675;185.85;186.775;3887550
xxxx;D;200819;000000;186.65;188.3;186.225;187.225;3597052
xxxx;D;200820;000000;186.725;186.725;183.55;184.85;5793812
xxxx;D;200821;000000;185.15;185.5;180.375;181.8;6905222
xxxx;D;200824;000000;182.325;183.3;180.025;181.575;8191610
xxxx;D;200825;000000;181.6;182.3;178.25;179.25;7246838
xxxx;D;200826;000000;179;180.4;176.8;180.325;6353740
xxxx;D;200827;000000;180.25;181.85;179.75;180.45;4447628
xxxx;D;200828;000000;180.8;181.375;179;179.75;3010922
xxxx;D;200831;000000;180.3;180.975;175.275;176.875;5956866
xxxx;D;200901;000000;177.175;180.425;176.85;180.325;4922374
xxxx;D;200902;000000;180.425;180.8;175.8;177.775;5991060
xxxx;D;200903;000000;177.5;178.1;174.625;175.4;6828544
xxxx;D;200904;000000;174.9;177;174.025;176.675;4190958
xxxx;D;200907;000000;176.275;177.225;175.425;176.05;2830098
xxxx;D;200908;000000;176.25;176.425;172.5;174.125;5377100
xxxx;D;200909;000000;174.15;175.3;173.55;175.15;2959512
xxxx;D;200910;000000;175.275;177.425;173.075;175.75;4935294
xxxx;D;200911;000000;176.05;177.2;175.45;177.1;2651120
xxxx;D;200914;000000;177.65;179.375;177.4;179;4882906
xxxx;D;200915;000000;179.15;181.25;178.175;180.925;4982594
xxxx;D;200916;000000;181.2;181.725;178.425;178.975;4410092
xxxx;D;200917;000000;178.025;178.85;176.725;178.525;4875634
xxxx;D;200918;000000;178.75;179;176.275;177.45;4474428
xxxx;D;200921;000000;177.325;177.35;172.75;174.275;5407978
xxxx;D;200922;000000;174.125;175.575;171.5;173.175;10213520
xxxx;D;200923;000000;172.95;174.375;171.5;171.775;5469382
xxxx;D;200924;000000;170.725;173;170.1;171.375;7072876
xxxx;D;200925;000000;171.7;171.95;169.55;171.125;3749648
xxxx;D;200928;000000;171.275;172.95;170.85;172.475;3673046
xxxx;D;200929;000000;172.5;174.4;168.15;172.9;6721340
xxxx;D;200930;000000;172.7;173.75;171.35;172.375;3887116
xxxx;D;201001;000000;173.25;173.525;170.75;171.25;2798888
xxxx;D;201002;000000;168.65;169.5;167.55;169.175;3909028
xxxx;D;201005;000000;169.75;169.9;168;168.75;2952934
xxxx;D;201006;000000;168.75;170.325;168.475;168.95;2841254
xxxx;D;201007;000000;169.25;169.75;165.95;167.025;4749870
xxxx;D;201008;000000;167.1;167.525;165.275;166.975;3710904
xxxx;D;201009;000000;167.2;167.2;165.025;166.025;2789746
xxxx;D;201012;000000;165.975;167.7;165.575;166.15;2669962
xxxx;D;201013;000000;166.025;166.9;164.575;165.2;2429366
xxxx;D;201014;000000;164.9;166.475;164.025;166.125;2561378
xxxx;D;201015;000000;165.6;165.925;162.025;163.275;5006216
xxxx;D;201016;000000;163;163.375;160.025;160.1;3989664
xxxx;D;201019;000000;160.525;161.475;158.125;158.625;4253610
xxxx;D;201020;000000;159;169.9;157.5;169.45;21501726
xxxx;D;201021;000000;169.825;173.35;166.625;168;18369470
xxxx;D;201022;000000;167;173.9;166.25;173.2;13125564
xxxx;D;201023;000000;173.15;175.725;171.35;173.925;7842250
xxxx;D;201026;000000;173.6;173.65;169.425;170.575;5324870
xxxx;D;201027;000000;170.85;172.125;167;167.175;4758726
xxxx;D;201028;000000;167.15;167.15;161;161.125;7155334
xxxx;D;201029;000000;161.75;165.5;160.25;163.8;7852186
xxxx;D;201030;000000;162.375;166.1;161.1;163.325;6062004
xxxx;D;201102;000000;163;164.575;160.5;164.325;4919250
xxxx;D;201103;000000;165.05;166.475;163.525;164.775;6882588
xxxx;D;201105;000000;167.1;168.95;165.775;168.225;8052578
xxxx;D;201106;000000;167.85;168.625;166;168.025;4695458
xxxx;D;201109;000000;169.3;173.1;168.125;171.95;13032562
xxxx;D;201110;000000;171.85;174.175;170.825;173.2;7251432
xxxx;D;201111;000000;173.675;176.1;170.6;170.7;11837380
xxxx;D;201112;000000;169.925;183.025;169.25;179.675;21694274
xxxx;D;201113;000000;179.65;185.25;178.725;183;21432314
xxxx;D;201116;000000;184.65;186.5;183.025;186;17411882
xxxx;D;201117;000000;185.925;186.225;179.5;181;13416690
xxxx;D;201118;000000;180.45;183.4;177.175;180.25;8574564
xxxx;D;201119;000000;180.25;181.325;178.45;180.5;5444088
xxxx;D;201120;000000;180.475;184.225;180.25;182.725;6896308
xxxx;D;201123;000000;183.4;185;181.275;182.65;6342378
xxxx;D;201124;000000;183.125;184.975;182.175;184.675;6308418
xxxx;D;201125;000000;184.7;185.75;182.225;184.1;10302456
xxxx;D;201126;000000;184.25;187.2;183;185;14283308
xxxx;D;201127;000000;185.5;191;183.925;188.825;22108916
xxxx;D;201130;000000;188.525;189.25;185.025;186.05;8883576
xxxx;D;201201;000000;186.925;189.125;186.35;188.5;5970488
xxxx;D;201202;000000;187.75;190.25;187.35;189.85;6647364
xxxx;D;201203;000000;189.975;192.15;186.7;188.775;9277714
xxxx;D;201204;000000;189.175;190.5;188.5;189.175;7985386
xxxx;D;201207;000000;188.975;189.925;187.225;187.45;5179304
xxxx;D;201208;000000;187.4;189;185.25;187.4;5239370
xxxx;D;201209;000000;187.525;189.7;186.25;186.6;6245512
xxxx;D;201210;000000;187.1;190.7;186.15;190.15;9566716
xxxx;D;201211;000000;190.375;191.15;188.5;189.725;7143882
xxxx;D;201214;000000;190.75;193.475;187.5;189.15;12752032
xxxx;D;201215;000000;188.55;190.2;188.05;188.825;7853140
xxxx;D;201216;000000;189.1;192.5;188.5;191.575;12893196
xxxx;D;201217;000000;191.75;194.7;190.025;191.75;9657122
xxxx;D;201218;000000;190.975;191.825;189.125;190.75;5929822
xxxx;D;201221;000000;189.775;190.225;182.575;185.9;11691476
xxxx;D;201222;000000;184.475;187.7;183.775;186.025;5561692
xxxx;D;201223;000000;186.425;190.725;185.775;189.725;6649182
xxxx;D;201224;000000;190.525;191.35;188.35;189.15;3565082
xxxx;D;201225;000000;189.25;190.375;189;189.75;1979782
xxxx;D;201228;000000;191.5;191.575;189.5;190.05;3637704
xxxx;D;201229;000000;190.775;191.1;187.325;188.775;3333834
xxxx;D;201230;000000;189.2;190.9;187.5;189.475;3554750
xxxx;D;210104;000000;190.125;192.6;189;189.625;4765208
xxxx;D;210105;000000;189.675;193;189.275;192.225;5756518
xxxx;D;210106;000000;192.625;192.975;190.25;191.175;5085678
xxxx;D;210108;000000;192.6;195.475;192.225;194.7;7900950
xxxx;D;210111;000000;193.7;200.25;192.05;199.45;12058670
xxxx;D;210112;000000;200.25;202.75;198.75;200.875;9882830
xxxx;D;210113;000000;201.025;202.3;197.55;198.675;7417760
xxxx;D;210114;000000;198.95;200.5;196.3;199.375;5322886
xxxx;D;210115;000000;198.675;207.2;196;197.8;16839940
xxxx;D;210118;000000;196.825;197.2;193.775;195.8;7833556
xxxx;D;210119;000000;196.8;197.375;192.75;193.225;6750848
xxxx;D;210120;000000;193.375;194.55;193;193.95;4953488
xxxx;D;210121;000000;194.875;194.95;188.95;189.35;7574702
xxxx;D;210122;000000;188.25;188.7;185.4;186.85;6673628
xxxx;D;210125;000000;187.85;189.5;187.025;188.6;5166798
xxxx;D;210126;000000;187.75;189.125;186.75;188.6;3706856
xxxx;D;210127;000000;188.975;189.425;185.1;185.325;4910790
xxxx;D;210128;000000;185.075;186.6;182;185.45;6810850
xxxx;D;210129;000000;184.675;184.775;182.75;183.175;4446366
xxxx;D;210201;000000;184.025;185.725;183.175;184.725;4173682
xxxx;D;210202;000000;185.525;187.65;184.25;184.725;5575916
xxxx;D;210203;000000;185.475;186.875;183.75;185;4516766
xxxx;D;210204;000000;184.65;187;184.65;186.9;3685074
xxxx;D;210205;000000;187.3;190.375;186.575;189.425;5957606
xxxx;D;210208;000000;190.15;191.7;190.1;191.425;3984872
xxxx;D;210209;000000;191.875;192.125;187.95;189.025;5027582
xxxx;D;210210;000000;189.3;190.35;186.4;186.85;3370112
xxxx;D;210211;000000;186.85;188.65;186.175;187.35;2447000
xxxx;D;210212;000000;187.1;188.45;184.725;188.425;4023598
xxxx;D;210215;000000;189.2;190.725;188.75;190.4;4247906
xxxx;D;210216;000000;190.8;191.125;188.5;189.45;3142590
xxxx;D;210217;000000;189.3;191.5;186.9;188.4;4681104
xxxx;D;210218;000000;188.45;188.675;183.775;184.7;5133992
xxxx;D;210219;000000;184.025;187.325;183.575;186.9;4129232
xxxx;D;210220;000000;186.6;186.9;185.75;186.55;619608
xxxx;D;210222;000000;187.3;188.125;184.85;186.75;2063510
xxxx;D;210224;000000;186;187.9;185.55;187.4;3320536
xxxx;D;210225;000000;187.75;190.5;186.625;187.075;7281292
xxxx;D;210226;000000;186.4;188.6;184.8;185.375;6706546
xxxx;D;210301;000000;186.3;187.3;186.075;186.925;2936310
xxxx;D;210302;000000;186.35;188.65;185.625;188.025;3936406
xxxx;D;210303;000000;188.875;190.425;186.5;187.225;5108816
xxxx;D;210304;000000;187.35;188.775;184.25;184.875;6235050
xxxx;D;210305;000000;185.8;188;184.825;187.95;5176496
xxxx;D;210309;000000;188.2;193.175;187.975;192.325;8152840
xxxx;D;210310;000000;191.5;195.45;190.425;191.55;5283174
xxxx;D;210311;000000;192.175;193.275;189.075;191.325;4926492
xxxx;D;210312;000000;191.4;191.475;189.875;190.875;2567942
xxxx;D;210315;000000;191.5;194;191.025;192.85;4591846
xxxx;D;210316;000000;192.5;194.6;191.5;193.825;3839812
xxxx;D;210317;000000;193.75;194.125;189.225;191.075;5240574
xxxx;D;210318;000000;191.65;192.25;187.225;188.05;5250678
xxxx;D;210319;000000;188.15;190.15;187.1;189.25;5553946
xxxx;D;210322;000000;189.05;193;188.6;190.8;5908598
xxxx;D;210323;000000;190.45;191.45;188.125;189;4592708
xxxx;D;210324;000000;189.75;190.975;189.075;189.575;2755918
xxxx;D;210325;000000;189.6;190.825;188.35;190.25;2772754
xxxx;D;210326;000000;190.55;192.3;190.525;191.9;2411506
xxxx;D;210329;000000;191.525;194.5;190.675;193.925;5013314
xxxx;D;210330;000000;194.75;199.675;194.25;199.3;7261504
xxxx;D;210331;000000;199.55;214.45;199.25;213.575;36672982
xxxx;D;210401;000000;215.05;218.175;211.5;212.9;18670904
xxxx;D;210402;000000;213.875;215.875;210.35;214.275;7725726
xxxx;D;210405;000000;214.275;222.15;213.625;221.875;14338168
xxxx;D;210406;000000;222.425;224.675;214.15;214.5;19230700
xxxx;D;210407;000000;214.7;222;213.375;220.5;11198222
xxxx;D;210408;000000;221.9;224.9;219.325;220.275;10036692
xxxx;D;210409;000000;220.275;220.725;217;218.75;6137184
xxxx;D;210412;000000;218;222.5;216.75;220.1;5498116
xxxx;D;210413;000000;221.025;227.5;220.825;227.4;11061628
xxxx;D;210414;000000;228.6;235.9;228.125;233.8;16605666
xxxx;D;210415;000000;229.625;233.525;228.225;231.775;7875132
xxxx;D;210416;000000;233.775;237.7;232.825;237.375;10443100
xxxx;D;210419;000000;238;239;231.75;232.1;10755252
xxxx;D;210420;000000;233.375;241;229.625;234.125;27369198
xxxx;D;210421;000000;233.825;239.75;232.475;239.3;13534434
xxxx;D;210422;000000;239.95;241.35;236.1;240;11429298
xxxx;D;210423;000000;240.8;257.5;240.475;256.8;38435220
xxxx;D;210426;000000;259.05;260.8;252.05;256.575;21418542
xxxx;D;210427;000000;256.8;258.85;254.4;256.475;11933636
xxxx;D;210428;000000;258.2;258.6;250.7;251.65;14388932
xxxx;D;210429;000000;253.125;256.2;247.25;250.05;13318480
xxxx;D;210430;000000;249.125;258.4;247.775;258;14725300
xxxx;D;210504;000000;259.45;274.5;258.6;273.475;28867828
xxxx;D;210505;000000;274.175;278.275;267.65;270.625;15253536
xxxx;D;210506;000000;270.975;274.225;267.825;271.425;7584888
xxxx;D;210507;000000;272.3;272.75;262.1;263.625;11379412
xxxx;D;210510;000000;264.775;265.975;251.1;254.475;12978198
xxxx;D;210511;000000;254;258.2;247.5;247.9;17424954
xxxx;D;210512;000000;249;250.5;242.025;243.025;16992884
xxxx;D;210513;000000;243.625;256.3;242.85;255.275;15687162
xxxx;D;210514;000000;256.375;257.75;248;250.375;11036318
xxxx;D;210517;000000;250.95;251.675;238.825;239.8;21070160
xxxx;D;210518;000000;240.75;242.9;228;228.35;43790458
xxxx;D;210519;000000;225.975;237.1;220.55;226.5;69076644
xxxx;D;210520;000000;227.45;233.35;223.85;231.6;28903254
xxxx;D;210521;000000;232.075;232.125;225.8;228.025;16872854
xxxx;D;210524;000000;229.075;230.375;225.725;227.075;10542950
xxxx;D;210525;000000;227.275;228.275;225.75;226.8;8747316
xxxx;D;210526;000000;227.675;238.85;227.575;237.425;34162166
xxxx;D;210527;000000;237.1;245.95;234.1;243.475;37848118
xxxx;D;210528;000000;244.45;245.45;239.15;241.975;10830238
xxxx;D;210531;000000;242.25;244.85;242.025;243.75;7794986
xxxx;D;210601;000000;244.5;250.25;243.75;247.75;20123508
xxxx;D;210602;000000;247.975;249.725;244.3;249.6;11961246
xxxx;D;210603;000000;250.475;251.475;244.575;246.925;11992780
xxxx;D;210604;000000;247;247.225;239.3;243.075;15764508
xxxx;D;210607;000000;242.5;245.3;241.525;243.975;6576840
xxxx;D;210608;000000;243.5;250.5;242.95;250;15392220
xxxx;D;210609;000000;250.35;255.975;250.125;255.825;15532320
xxxx;D;210610;000000;256;256.8;250.15;251.3;10254260
xxxx;D;210611;000000;252.075;254.8;249.7;252.025;9173082
xxxx;D;210614;000000;252.5;253.725;249;249.675;6124516
xxxx;D;210615;000000;250.175;251.475;244.025;245.825;11466932
xxxx;D;210616;000000;245.875;248.1;239.475;241.9;14372150
xxxx;D;210617;000000;240.925;243.6;238.9;242.3;12130496
xxxx;D;210618;000000;242.2;242.4;236;236.725;14753332
xxxx;D;210621;000000;235.925;242.5;233.5;241.325;11744956
xxxx;D;210622;000000;242.525;243.15;239.5;241.125;7806746
xxxx;D;210623;000000;241.7;243.05;239.675;241.125;5755982
xxxx;D;210624;000000;241.875;246.075;240.2;242.5;10471756
xxxx;D;210625;000000;243.275;244.7;241.525;243.175;4364784
xxxx;D;210628;000000;244.175;248.625;231.65;248.05;11541806
xxxx;D;210629;000000;247.975;248;240.75;243.3;10427288
xxxx;D;210630;000000;244;244.9;238;242.375;15150016
xxxx;D;210701;000000;242.825;245.5;242.45;244.575;8067002
xxxx;D;210702;000000;244.525;245.05;242.75;243.85;4367282
xxxx;D;210705;000000;244.2;253.875;243.55;252.725;13103746
xxxx;D;210706;000000;253.6;254.375;245.525;247.4;12409132
xxxx;D;210707;000000;248.45;249.65;245.325;247;9686208
xxxx;D;210708;000000;245.45;245.825;242;243.475;9052520
xxxx;D;210709;000000;243.925;245.875;242.1;244.975;6837660
xxxx;D;210712;000000;245.875;246.5;242.775;244.45;6201968
xxxx;D;210713;000000;244.975;245.275;240.6;241.125;7329688
xxxx;D;210714;000000;235.275;237.375;234.6;236.55;7800348
xxxx;D;210715;000000;236.5;239.25;234.4;235.95;7634658
xxxx;D;210716;000000;235.95;238.75;235.3;236.25;6735254
xxxx;D;210719;000000;235.45;236.075;228.425;230;12659890
xxxx;D;210720;000000;230.575;232.625;229;231.25;7348218
xxxx;D;210721;000000;231.125;235;230.05;234.65;4936632
xxxx;D;210722;000000;235.05;237.05;232.975;233.8;5903664
xxxx;D;210723;000000;234.575;235.225;232.65;233.675;4966364
xxxx;D;210726;000000;232.7;233.925;231.625;232.9;6499102
xxxx;D;210727;000000;232.375;233.475;230;231.175;9518412
xxxx;D;210728;000000;231.7;240.75;231.15;240;12386182
xxxx;D;210729;000000;240.9;245;239.225;241.8;11748430
xxxx;D;210730;000000;241.7;244.225;238.35;242.3;15638072
xxxx;D;210802;000000;244.5;247;242.925;243.925;10764532
xxxx;D;210803;000000;244.125;246.425;240.5;244.975;6758894
xxxx;D;210804;000000;245.5;245.9;244.225;245.625;5462946
xxxx;D;210805;000000;245.95;249.975;245;248.4;8142766
xxxx;D;210806;000000;248.6;251.625;246.825;249.725;8959766
xxxx;D;210809;000000;248.95;257.25;247;255.025;12048496
xxxx;D;210810;000000;256.6;260.625;255.5;259.25;11674310
xxxx;D;210811;000000;259.5;265.675;257.875;265.6;13538584
xxxx;D;210812;000000;265.6;267;259.05;260.375;11834846
xxxx;D;210813;000000;260.35;263.35;256.475;257.225;6915314
xxxx;D;210816;000000;256.475;262.1;255.325;261.925;6180946
xxxx;D;210817;000000;261.475;265.45;260.6;261.925;10372510
xxxx;D;210818;000000;263.125;263.975;255.675;255.95;7291568
xxxx;D;210819;000000;255.05;255.1;249.125;252.4;13214346
xxxx;D;210820;000000;252.025;255.5;247.9;253.425;8783064
xxxx;D;210823;000000;256;257.075;254.675;256.5;4424522
xxxx;D;210824;000000;256.85;258.7;252.85;255.325;6948930
xxxx;D;210825;000000;255.3;256.45;252;255.425;5155066
xxxx;D;210826;000000;254.95;255.425;249;250.225;6045756
xxxx;D;210827;000000;251.375;254.375;248.5;254.025;6545884
xxxx;D;210830;000000;254.2;261.25;254.2;260.75;10199586
xxxx;D;210831;000000;261.75;264.975;260.875;263.45;14401754
xxxx;D;210901;000000;264.75;266.075;262.05;266;7827596
xxxx;D;210902;000000;266.65;267.5;260.75;262.225;7454530
xxxx;D;210903;000000;262.5;264.5;259.25;262;8635364
xxxx;D;210906;000000;263.125;272.7;262.5;270.45;13566498
xxxx;D;210907;000000;271.85;274.2;265.25;268.2;10934780
xxxx;D;210908;000000;269;272;264.6;268.925;10027372
xxxx;D;210909;000000;268.5;268.525;261.375;261.95;9387044
xxxx;D;210910;000000;263.3;266.125;258.8;259.75;7166752
xxxx;D;210913;000000;261.275;262.75;259.5;262.75;6097794
xxxx;D;210914;000000;262.95;263.75;256.375;257.475;9038030
