<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
xxxx;D;200226;000000;3488;3529;3390.5;3529;667542
xxxx;D;200227;000000;3482;3484.5;3320;3345;600611
xxxx;D;200228;000000;3236;3269;3054;3160.5;1459642
xxxx;D;200302;000000;3213.5;3271.5;3066;3201;749046
xxxx;D;200303;000000;3266;3288;3131;3150;807292
xxxx;D;200304;000000;3123;3182;3102;3130;532562
xxxx;D;200305;000000;3161;3169;3081;3121;521348
xxxx;D;200306;000000;3072.5;3093.5;2950;2984;862991
xxxx;D;200310;000000;2688;2820;2507;2669.5;2125922
xxxx;D;200311;000000;2689;2777;2630;2705;1264374
xxxx;D;200312;000000;2625;2625;2313;2337;1842348
xxxx;D;200313;000000;2327;2545;2289;2501;2036854
xxxx;D;200316;000000;2501;2650;2378;2636;1400055
xxxx;D;200317;000000;2589.5;2782;2583.5;2765.5;1387212
xxxx;D;200318;000000;2726;2890;2713;2780;1841047
xxxx;D;200319;000000;2779.5;2969;2771;2950;1233763
xxxx;D;200320;000000;2989;3075;2980;3002.5;1329099
xxxx;D;200323;000000;2949;3050;2830;2986;1068377
xxxx;D;200324;000000;3040;3095;3009.5;3020;733127
xxxx;D;200325;000000;3050.5;3134;2950;3070;1017518
xxxx;D;200326;000000;3069.5;3251;3003;3249.5;776449
xxxx;D;200327;000000;3254;3272;3063.5;3140;640870
xxxx;D;200330;000000;3100.5;3159;3045;3128.5;386716
xxxx;D;200331;000000;3149;3241.5;3065;3202.5;468120
xxxx;D;200401;000000;3158;3189.5;3116.5;3140;401981
xxxx;D;200402;000000;3171.5;3200;3115;3190;603133
xxxx;D;200403;000000;3178;3275;3158;3189;631941
xxxx;D;200406;000000;3207;3262;3191;3262;428077
xxxx;D;200407;000000;3284.5;3354;3254;3255;634958
xxxx;D;200408;000000;3231.5;3377;3204;3372.5;638994
xxxx;D;200409;000000;3387;3418.5;3287.5;3318;664627
xxxx;D;200410;000000;3318;3326.5;3275.5;3321.5;198605
xxxx;D;200413;000000;3315.5;3383.5;3260;3286;303435
xxxx;D;200414;000000;3318;3385;3308;3362;477174
xxxx;D;200415;000000;3365;3365.5;3215;3244.5;489492
xxxx;D;200416;000000;3249;3290;3180;3196.5;423817
xxxx;D;200417;000000;3253;3263.5;3200;3236;290157
xxxx;D;200420;000000;3232;3254;3159.5;3165;272556
xxxx;D;200421;000000;3129;3155;3032;3142.5;448016
xxxx;D;200422;000000;3140;3263;3120;3205;412431
xxxx;D;200423;000000;3236;3320.5;3187.5;3287;370461
xxxx;D;200424;000000;3298.5;3298.5;3215.5;3215.5;314692
xxxx;D;200427;000000;3233;3356;3229;3356;512104
xxxx;D;200428;000000;3348.5;3502.5;3336;3380;760416
xxxx;D;200429;000000;3399.5;3506.5;3392;3467;546429
xxxx;D;200430;000000;3479;3705;3468;3690;1484139
xxxx;D;200504;000000;3677.5;3858;3612;3760;1340370
xxxx;D;200505;000000;3782.5;3824.5;3664.5;3702;661431
xxxx;D;200506;000000;3708.5;3740;3661;3690;675492
xxxx;D;200507;000000;3691.5;3731;3673;3694;483755
xxxx;D;200508;000000;3699.5;3710;3640.5;3663;291016
xxxx;D;200512;000000;3663;3667.5;3573;3575.5;535623
xxxx;D;200513;000000;3569.5;3647.5;3518;3631;546151
xxxx;D;200514;000000;3610;3634.5;3507;3508;621758
xxxx;D;200515;000000;3531;3578;3520.5;3544.5;308703
xxxx;D;200518;000000;3570;3634;3551.5;3619.5;522604
xxxx;D;200519;000000;3640;3677;3583;3657;352357
xxxx;D;200520;000000;3658;3686;3633;3640;400697
xxxx;D;200521;000000;3643;3657.5;3592.5;3600;345079
xxxx;D;200522;000000;3589;3621;3566;3616;208008
xxxx;D;200525;000000;3622;3647;3614.5;3635;119457
xxxx;D;200526;000000;3649;3657;3581.5;3615.5;365782
xxxx;D;200527;000000;3615.5;3779;3608.5;3744.5;856327
xxxx;D;200528;000000;3763.5;3833;3735;3827;502375
xxxx;D;200529;000000;3818;3833;3728;3740;518322
xxxx;D;200601;000000;3754;3873;3753;3832;428320
xxxx;D;200602;000000;3852;3908;3823.5;3899.5;590579
xxxx;D;200603;000000;3915;3934.5;3812;3869;529011
xxxx;D;200604;000000;3869;3887;3789.5;3836;632588
xxxx;D;200605;000000;3840.5;3867;3815;3846;300224
xxxx;D;200608;000000;3863;3989;3855;3950;622249
xxxx;D;200609;000000;3969;3997;3916.5;3929;367852
xxxx;D;200610;000000;3933;4050;3911;3995;805517
xxxx;D;200611;000000;3955;4104;3930;4004;786098
xxxx;D;200615;000000;3984.5;4060;3924.5;3985.5;606762
xxxx;D;200616;000000;4010;4043.5;3945;3950;409007
xxxx;D;200617;000000;3969.5;3990;3904;3945;542551
xxxx;D;200618;000000;3805;3847;3791;3820;725669
xxxx;D;200619;000000;3840.5;3980;3832;3980;867710
xxxx;D;200622;000000;3960;4086;3907;4076;655479
xxxx;D;200623;000000;4083;4204.5;4083;4115;715543
xxxx;D;200625;000000;4098.5;4167;4066;4140.5;870462
xxxx;D;200626;000000;4145;4224;4134.5;4180.5;558665
xxxx;D;200629;000000;4182.5;4208.5;4114;4156.5;332486
xxxx;D;200630;000000;4153.5;4174.5;4020.5;4035;439418
xxxx;D;200702;000000;4054;4218;4047;4202;514032
xxxx;D;200703;000000;4205;4234.5;4179;4222;287251
xxxx;D;200706;000000;4236;4374;4236;4332;494536
xxxx;D;200707;000000;4322.5;4334;4235.5;4242;599546
xxxx;D;200708;000000;4240;4276.5;4184;4225;364001
xxxx;D;200709;000000;4224;4385;4224;4337;674716
xxxx;D;200710;000000;4320;4377;4272.5;4307;519649
xxxx;D;200713;000000;4315.5;4357.5;4274;4291;327645
xxxx;D;200714;000000;4305.5;4307;4125;4259.5;403736
xxxx;D;200715;000000;4264.5;4333;4237.5;4298;278935
xxxx;D;200716;000000;4285;4360.5;4218;4303.5;361755
xxxx;D;200717;000000;4300.5;4328.5;4264;4302;176026
xxxx;D;200720;000000;4299;4495;4276.5;4476.5;570102
xxxx;D;200721;000000;4487;4662.5;4480;4648;717238
xxxx;D;200722;000000;4647;4756;4610.5;4690;859724
xxxx;D;200723;000000;4700;4756;4675.5;4720;648464
xxxx;D;200724;000000;4717;4804.5;4692.5;4782.5;464885
xxxx;D;200727;000000;4794;4854.5;4680;4752;554837
xxxx;D;200728;000000;4755;4795;4713.5;4768;303507
xxxx;D;200729;000000;4762;4788;4600;4698;815281
xxxx;D;200730;000000;4707;4775;4622;4675.5;499186
xxxx;D;200731;000000;4652.5;4686.5;4555;4586;545908
xxxx;D;200803;000000;4586;4668;4574;4614;440772
xxxx;D;200804;000000;4630;4665;4600.5;4658.5;276765
xxxx;D;200805;000000;4666;4705.5;4591.5;4632;333049
xxxx;D;200806;000000;4630.5;4635;4572.5;4606.5;321495
xxxx;D;200807;000000;4603;4627;4534;4618;309905
xxxx;D;200810;000000;4622;4675;4577;4613.5;263586
xxxx;D;200811;000000;4613;4655;4563.5;4622;368984
xxxx;D;200812;000000;4636;4646;4581;4619.5;343556
xxxx;D;200813;000000;4619.5;4780;4593.5;4738.5;509353
xxxx;D;200814;000000;4740;4784;4676;4763.5;561231
xxxx;D;200817;000000;4764;4817.5;4647.5;4688;518607
xxxx;D;200818;000000;4670;4739;4655;4690.5;321094
xxxx;D;200819;000000;4695;4711.5;4661.5;4671.5;252837
xxxx;D;200820;000000;4659.5;4659.5;4523.5;4561.5;533803
xxxx;D;200821;000000;4558.5;4585;4438;4523;368723
xxxx;D;200824;000000;4548.5;4613;4532.5;4608;335463
xxxx;D;200825;000000;4615.5;4644.5;4576;4642.5;473599
xxxx;D;200826;000000;4642;4676;4606.5;4666;302374
xxxx;D;200827;000000;4666;4746;4652.5;4728;422233
xxxx;D;200828;000000;4729;4730;4560;4581.5;481042
xxxx;D;200831;000000;4590;4603;4420.5;4474.5;468217
xxxx;D;200901;000000;4480;4540;4376;4497.5;556547
xxxx;D;200902;000000;4500;4619;4444.5;4564.5;518184
xxxx;D;200903;000000;4575.5;4597.5;4537.5;4565;274496
xxxx;D;200904;000000;4559.5;4616;4528;4590.5;251453
xxxx;D;200907;000000;4580;4604.5;4540;4558.5;150741
xxxx;D;200908;000000;4562;4582.5;4448.5;4535;312059
xxxx;D;200909;000000;4532;4532;4403;4456;279467
xxxx;D;200910;000000;4463;4518;4420;4475;217757
xxxx;D;200911;000000;4490;4685;4468;4663.5;322222
xxxx;D;200914;000000;4685;4773.5;4632;4671.5;458729
xxxx;D;200915;000000;4663;4758;4609.5;4724.5;382678
xxxx;D;200916;000000;4735.5;4753;4637;4710;274442
xxxx;D;200917;000000;4683;4889.5;4677;4863;787198
xxxx;D;200918;000000;4867;4875;4788;4805;394972
xxxx;D;200921;000000;4813;4813;4691.5;4772.5;468255
xxxx;D;200922;000000;4762;4965;4717;4962;654074
xxxx;D;200923;000000;4951;5138.5;4918;4989.5;762604
xxxx;D;200924;000000;4980.5;5082;4966;5057;584374
xxxx;D;200925;000000;5062;5129.5;4976.5;5025;484960
xxxx;D;200928;000000;5040;5114;5023;5080;347077
xxxx;D;200929;000000;5068;5086.5;4926;4965.5;492171
xxxx;D;200930;000000;4954;4995.5;4874.5;4956;440560
xxxx;D;201001;000000;4983.5;5022;4850;4896;419660
xxxx;D;201002;000000;4860;4940;4853.5;4906.5;308123
xxxx;D;201005;000000;4917;4949.5;4872;4895;323020
xxxx;D;201006;000000;4901;4911;4858;4879;214699
xxxx;D;201007;000000;4877;4897;4692;4766.5;603324
xxxx;D;201008;000000;4770;4799;4695;4722;389157
xxxx;D;201009;000000;4719.5;4719.5;4597;4690.5;330711
xxxx;D;201012;000000;4699;4863;4676;4859;428179
xxxx;D;201013;000000;4852;4934.5;4785;4837;448933
xxxx;D;201014;000000;4839;4931.5;4818.5;4912;369365
xxxx;D;201015;000000;4902.5;4912;4702;4741;357136
xxxx;D;201016;000000;4738.5;4804.5;4687;4782;358808
xxxx;D;201019;000000;4787.5;4950;4777.5;4914.5;441176
xxxx;D;201020;000000;4929;5023;4867.5;4910.5;506574
xxxx;D;201021;000000;4912;4934;4829;4863;267046
xxxx;D;201022;000000;4849;4925;4831;4900.5;212813
xxxx;D;201023;000000;4898.5;4908;4825.5;4855.5;176391
xxxx;D;201026;000000;4829;4894;4760;4799.5;254788
xxxx;D;201027;000000;4817.5;4862;4763;4784;263856
xxxx;D;201028;000000;4775;4783.5;4636;4702;403906
xxxx;D;201029;000000;4710;4742;4581;4659;603634
xxxx;D;201030;000000;4636;4728;4542;4706;356991
xxxx;D;201102;000000;4706;4844;4635;4829;291287
xxxx;D;201103;000000;4833;4900;4728;4770;415512
xxxx;D;201105;000000;4820;4860.5;4708;4741.5;344948
xxxx;D;201106;000000;4749;4827.5;4694.5;4796;400139
xxxx;D;201109;000000;4820;4930;4797.5;4893.5;487087
xxxx;D;201110;000000;4885;4985.5;4880;4945;333565
xxxx;D;201111;000000;4961;5003.5;4754;4780;523010
xxxx;D;201112;000000;4777;4974.5;4771;4910;478098
xxxx;D;201113;000000;4930;4946.5;4831;4932;251469
xxxx;D;201116;000000;4947;5025;4906.5;4982;396031
xxxx;D;201117;000000;4993.5;5000;4848;4891.5;319977
xxxx;D;201118;000000;4891.5;5001;4850;4980;442458
xxxx;D;201119;000000;4998;5096.5;4943;5012.5;632419
xxxx;D;201120;000000;5001;5028.5;4900;4933;390445
xxxx;D;201123;000000;4934;4989;4883;4945;366980
xxxx;D;201124;000000;4960;4968.5;4876.5;4910;319868
xxxx;D;201125;000000;4915;4935;4806.5;4891.5;555502
xxxx;D;201126;000000;4897;4995;4874.5;4971.5;309192
xxxx;D;201127;000000;4977.5;4997;4936.5;4985.5;272493
xxxx;D;201130;000000;4969.5;5043.5;4947;4979;303833
xxxx;D;201201;000000;4979;5057;4961.5;5019.5;290875
xxxx;D;201202;000000;5004;5038;4968.5;4995;232363
xxxx;D;201203;000000;4998.5;5054;4950.5;5008;485355
xxxx;D;201204;000000;5013.5;5034;4975;4992.5;151598
xxxx;D;201207;000000;4994.5;5050;4992;5008;202118
xxxx;D;201208;000000;5022.5;5055.5;5000;5040.5;282800
xxxx;D;201209;000000;5051.5;5426;5048;5384;1358687
xxxx;D;201210;000000;5396;5496;5309;5384.5;908425
xxxx;D;201211;000000;5359;5418;5321.5;5381;309310
xxxx;D;201214;000000;5391;5549;5385;5512;574282
xxxx;D;201215;000000;5524;5548;5445;5494;306982
xxxx;D;201216;000000;5483;5537.5;5406.5;5432;324675
xxxx;D;201217;000000;5441.5;5457.5;5368;5421;382297
xxxx;D;201218;000000;5414;5498.5;5384;5449;332646
xxxx;D;201221;000000;5441;5444;5284;5362;571561
xxxx;D;201222;000000;5337.5;5394.5;5321.5;5346;283565
xxxx;D;201223;000000;5340;5382;5287.5;5356;272274
xxxx;D;201224;000000;5362;5468.5;5339;5424.5;260208
xxxx;D;201225;000000;5421.5;5486;5420;5474.5;179783
xxxx;D;201228;000000;5487;5607.5;5483.5;5599;368382
xxxx;D;201229;000000;5613;5687.5;5587.5;5643;425425
xxxx;D;201230;000000;5670;5714;5635;5685.5;424833
xxxx;D;210104;000000;5700;5784.5;5700;5744;389580
xxxx;D;210105;000000;5749;5770;5688.5;5762.5;523336
xxxx;D;210106;000000;5558;5620;5500;5534;748238
xxxx;D;210108;000000;5536.5;5590;5439.5;5478;685315
xxxx;D;210111;000000;5462;5546;5410;5484.5;381305
xxxx;D;210112;000000;5484;5541;5425;5450.5;384309
xxxx;D;210113;000000;5451.5;5473.5;5351;5410;292518
xxxx;D;210114;000000;5403;5423;5345;5375.5;284274
xxxx;D;210115;000000;5370;5373;5150;5210;1082136
xxxx;D;210118;000000;5209.5;5254;5143.5;5219;558907
xxxx;D;210119;000000;5232.5;5254;5134.5;5183.5;443464
xxxx;D;210120;000000;5188.5;5220;5125;5161.5;496304
xxxx;D;210121;000000;5170;5192.5;5045.5;5060;553023
xxxx;D;210122;000000;5054;5054;4918;4991;706032
xxxx;D;210125;000000;4984.5;5175;4983.5;5168.5;751937
xxxx;D;210126;000000;5147;5211;5125.5;5175;461057
xxxx;D;210127;000000;5180;5187;5070;5087.5;406595
xxxx;D;210128;000000;5049.5;5071;4981;5060;394757
xxxx;D;210129;000000;5031.5;5045;4900.5;4924;551594
xxxx;D;210201;000000;4941.5;5017;4865;4948.5;490220
xxxx;D;210202;000000;4949;5096.5;4949;5014.5;716539
xxxx;D;210203;000000;5013.5;5081.5;4987.5;5048.5;394810
xxxx;D;210204;000000;5055.5;5160;5005;5062.5;731022
xxxx;D;210205;000000;5082;5097;4953;4996;511451
xxxx;D;210208;000000;5013;5117;5005;5107.5;554832
xxxx;D;210209;000000;5112;5298.5;5110;5273;870072
xxxx;D;210210;000000;5295.5;5312;5125.5;5197;542689
xxxx;D;210211;000000;5177;5196.5;5090;5117.5;496228
xxxx;D;210212;000000;5100;5174;5036;5169;493207
xxxx;D;210215;000000;5187;5289;5186.5;5280;556501
xxxx;D;210216;000000;5285;5336;5271.5;5297.5;473145
xxxx;D;210217;000000;5300.5;5320;5211;5260;538090
xxxx;D;210218;000000;5244.5;5269;5076;5155.5;762248
xxxx;D;210219;000000;5160;5196;5110.5;5172.5;383471
xxxx;D;210220;000000;5155;5169;5125;5149.5;33555
xxxx;D;210222;000000;5161.5;5169.5;5055;5098;271104
xxxx;D;210224;000000;5091;5092.5;4957;5008;546134
xxxx;D;210225;000000;4998;5027;4889.5;4919.5;713489
xxxx;D;210226;000000;4900.5;4974.5;4872.5;4929;458905
xxxx;D;210301;000000;4957;4974.5;4916.5;4970.5;345421
xxxx;D;210302;000000;4965;5080;4938;5068.5;393648
xxxx;D;210303;000000;5080;5130.5;5016;5030;466695
xxxx;D;210304;000000;5035.5;5059;4953;4965.5;315202
xxxx;D;210305;000000;4983;5059.5;4906.5;5010;569971
xxxx;D;210309;000000;5024.5;5044.5;4936;4980.5;515133
xxxx;D;210310;000000;4975;5125;4966.5;5070;366323
xxxx;D;210311;000000;5089.5;5104;5031;5096.5;254304
xxxx;D;210312;000000;5100;5135.5;5074.5;5135.5;293522
xxxx;D;210315;000000;5149;5217.5;5142;5217.5;394556
xxxx;D;210316;000000;5207;5209.5;5132.5;5170.5;306942
xxxx;D;210317;000000;5195;5309;5170;5274.5;583209
xxxx;D;210318;000000;5283.5;5463.5;5275;5362;915441
xxxx;D;210319;000000;5375.5;5494;5301;5428.5;828789
xxxx;D;210322;000000;5435;5515;5374;5409;396221
xxxx;D;210323;000000;5400;5446.5;5282.5;5300.5;446257
xxxx;D;210324;000000;5318;5423;5308;5354.5;351371
xxxx;D;210325;000000;5370.5;5397;5250;5294.5;254876
xxxx;D;210326;000000;5301;5365;5289.5;5348;223178
xxxx;D;210329;000000;5314.5;5354;5256;5300;374734
xxxx;D;210330;000000;5332;5332;5281;5281;129101
xxxx;D;210331;000000;5282.5;5384;5268;5344.5;281065
xxxx;D;210401;000000;5357;5375.5;5270;5293.5;262969
xxxx;D;210402;000000;5295.5;5318.5;5273;5301.5;89435
xxxx;D;210405;000000;5290.5;5297;5202;5254.5;214581
xxxx;D;210406;000000;5259;5273.5;5096;5110.5;441607
xxxx;D;210407;000000;5114;5147;5040;5080;523524
xxxx;D;210408;000000;5080.5;5149;5033.5;5099;333972
xxxx;D;210409;000000;5107;5159;5060;5135;335742
xxxx;D;210412;000000;5147;5214.5;5125;5180;210750
xxxx;D;210413;000000;5181;5188.5;5086.5;5134.5;402712
xxxx;D;210414;000000;5137;5146;5070.5;5095;319263
xxxx;D;210415;000000;5073.5;5132;5046;5111.5;287983
xxxx;D;210416;000000;5135;5141.5;5083;5111.5;242272
xxxx;D;210419;000000;5117;5139;5081;5095.5;170630
xxxx;D;210420;000000;5102;5116.5;5054;5086;274908
xxxx;D;210421;000000;5077.5;5156.5;5071;5140;298355
xxxx;D;210422;000000;5129.5;5200;5100;5153.5;512716
xxxx;D;210423;000000;5153.5;5302.5;5130;5258;656956
xxxx;D;210426;000000;5306;5349;5255;5277;368435
xxxx;D;210427;000000;5283.5;5334;5215;5255;315832
xxxx;D;210428;000000;5255;5273.5;5166;5226;218274
xxxx;D;210429;000000;5231;5265;5083;5113.5;366747
xxxx;D;210430;000000;5116.5;5137;5070;5119;293771
xxxx;D;210504;000000;5135;5208.5;5131.5;5195;301887
xxxx;D;210505;000000;5200.5;5254.5;5144.5;5211;401030
xxxx;D;210506;000000;5215;5218;5135;5170;293274
xxxx;D;210507;000000;5167.5;5170;5093;5129.5;272200
xxxx;D;210510;000000;5127.5;5135;5065;5091.5;352679
xxxx;D;210511;000000;5090;5171.5;5081;5156;350973
xxxx;D;210512;000000;5145;5158;5065.5;5099.5;479750
xxxx;D;210513;000000;5099;5154;5089.5;5122;319780
xxxx;D;210514;000000;5122.5;5203;5122.5;5155.5;279172
xxxx;D;210517;000000;5155;5200;5103.5;5149.5;232862
xxxx;D;210518;000000;5164.5;5395;5153;5256;2440178
xxxx;D;210519;000000;5260.5;5301;5151;5226.5;516892
xxxx;D;210520;000000;5232;5241.5;5141.5;5161;335771
xxxx;D;210521;000000;5163;5315;5163;5300.5;591373
xxxx;D;210524;000000;5317;5345;5265.5;5282;296527
xxxx;D;210525;000000;5279.5;5348;5255.5;5331;283530
xxxx;D;210526;000000;5330.5;5410;5317;5346.5;357235
xxxx;D;210527;000000;5330;5385;5300;5362;354701
xxxx;D;210528;000000;5378;5433;5361.5;5409.5;335283
xxxx;D;210531;000000;5420;5474.5;5420;5460.5;243315
xxxx;D;210601;000000;5480;5524.5;5442;5469.5;402900
xxxx;D;210602;000000;5476;5500;5432;5471.5;257450
xxxx;D;210603;000000;5466.5;5502;5439;5459;299888
xxxx;D;210604;000000;5476.5;5476.5;5382.5;5445;321749
xxxx;D;210607;000000;5445;5471;5390.5;5417;240113
xxxx;D;210608;000000;5430.5;5452.5;5338.5;5396;325771
xxxx;D;210609;000000;5400;5403;5345;5384.5;194043
xxxx;D;210610;000000;5385;5398.5;5315;5379.5;295036
xxxx;D;210611;000000;5384.5;5459.5;5345;5405;430067
xxxx;D;210614;000000;5394;5460;5392.5;5449;235351
xxxx;D;210615;000000;5455;5499;5422.5;5457.5;354744
xxxx;D;210616;000000;5460;5505;5451;5486;494842
xxxx;D;210617;000000;5466.5;5568.5;5462;5559;506767
xxxx;D;210618;000000;5555.5;5685;5460;5605;685824
xxxx;D;210621;000000;5595;5670;5586;5650;510133
xxxx;D;210622;000000;5675;5686.5;5585.5;5606;517615
xxxx;D;210623;000000;5607;5628;5550;5569;732605
xxxx;D;210624;000000;5323;5363;5275;5319.5;602009
xxxx;D;210625;000000;5323;5335.5;5290;5324.5;181667
xxxx;D;210628;000000;5314.5;5339;5296;5302.5;267538
xxxx;D;210629;000000;5284.5;5371.5;5270;5324;233777
xxxx;D;210630;000000;5353;5355;5280;5301;247627
xxxx;D;210701;000000;5290;5324;5271;5282.5;174350
xxxx;D;210702;000000;5288.5;5303;5225.5;5250;300406
xxxx;D;210705;000000;5261;5283;5221;5232;196005
xxxx;D;210706;000000;5230;5311;5202;5241;371745
xxxx;D;210707;000000;5264.5;5328;5239.5;5310;303941
xxxx;D;210708;000000;5310;5357.5;5245;5344;307485
xxxx;D;210709;000000;5352;5368;5302;5322.5;237858
xxxx;D;210712;000000;5329.5;5370;5320;5365;136407
xxxx;D;210713;000000;5369;5417.5;5344.5;5416.5;323005
xxxx;D;210714;000000;5423;5425;5382.5;5385;189647
xxxx;D;210715;000000;5385;5437.5;5287.5;5308;326007
xxxx;D;210716;000000;5308;5335;5205;5235;295663
xxxx;D;210719;000000;5214;5237;5055.5;5099;402003
xxxx;D;210720;000000;5109.5;5133;5067.5;5096.5;174190
xxxx;D;210721;000000;5110;5149;5080;5142;151683
xxxx;D;210722;000000;5152;5159.5;5071;5128;218313
xxxx;D;210723;000000;5136.5;5168;5104;5130;183417
xxxx;D;210726;000000;5119;5215;5097;5215;279104
xxxx;D;210727;000000;5225;5247.5;5155.5;5198.5;255886
xxxx;D;210728;000000;5209.5;5278.5;5200;5265;235611
xxxx;D;210729;000000;5307.5;5375;5261;5347;292396
xxxx;D;210730;000000;5340;5399.5;5326.5;5337;346837
xxxx;D;210802;000000;5361;5376;5306;5321;216911
xxxx;D;210803;000000;5344;5395;5324;5383;234165
xxxx;D;210804;000000;5398;5456;5386.5;5415;297281
xxxx;D;210805;000000;5415;5515;5404.5;5489.5;506706
xxxx;D;210806;000000;5496;5510;5455;5458.5;185302
xxxx;D;210809;000000;5452;5494.5;5416;5457;278355
xxxx;D;210810;000000;5468;5484.5;5432.5;5458;304453
xxxx;D;210811;000000;5468.5;5507;5440;5465;240920
xxxx;D;210812;000000;5474.5;5545;5453.5;5537.5;444306
xxxx;D;210813;000000;5546;5611;5433;5504.5;837796
xxxx;D;210816;000000;5463.5;5487;5380;5466;346230
xxxx;D;210817;000000;5471.5;5568;5471.5;5523.5;303759
xxxx;D;210818;000000;5530;5620;5518;5555;269970
xxxx;D;210819;000000;5540;5598;5514;5573;275808
xxxx;D;210820;000000;5570.5;5584.5;5530;5532;100666
xxxx;D;210823;000000;5561.5;5584;5527.5;5545;160716
xxxx;D;210824;000000;5558.5;5638;5553;5634;374893
xxxx;D;210825;000000;5634;5650;5574.5;5583;270661
xxxx;D;210826;000000;5580.5;5633.5;5551;5619;217540
xxxx;D;210827;000000;5620.5;5636;5584;5601;224469
xxxx;D;210830;000000;5601;5623.5;5544;5591;230782
xxxx;D;210831;000000;5599.5;5634;5530;5539.5;262975
xxxx;D;210901;000000;5539.5;5584.5;5501;5547.5;205833
xxxx;D;210902;000000;5548;5581.5;5481;5565.5;189545
xxxx;D;210903;000000;5569;5592;5452;5517.5;240189
xxxx;D;210906;000000;5498;5514.5;5429;5440;195071
xxxx;D;210907;000000;5452.5;5461.5;5320;5337;412383
xxxx;D;210908;000000;5330;5474;5324;5452.5;331764
xxxx;D;210909;000000;5452.5;5453.5;5301;5323;265004
xxxx;D;210910;000000;5340;5353.5;5252;5318.5;326991
xxxx;D;210913;000000;5300;5454.5;5291;5434.5;360378
xxxx;D;210914;000000;5445;5467;5370;5378;249237
xxxx;D;210915;000000;5385;5512.5;5378;5501.5;403860
xxxx;D;210916;000000;5505;5732;5505;5714.5;1188324
xxxx;D;210917;000000;5696;5750;5649;5727.5;521584
xxxx;D;210920;000000;5719;5720.5;5593;5630.5;368610
xxxx;D;210921;000000;5646;5700;5615.5;5623.5;194654
xxxx;D;210922;000000;5626.5;5667.5;5626.5;5655.5;87420
xxxx;D;210923;000000;5652;5994.5;5652;5941;976309
xxxx;D;210924;000000;5941;6015;5890;5944.5;583140
xxxx;D;210927;000000;5972;5982;5842.5;5954.5;606852
xxxx;D;210928;000000;5980;6055;5850.5;5906.5;639806
xxxx;D;210929;000000;5906;6049;5905;6027.5;378680
xxxx;D;210930;000000;6052.5;6131.5;5988;6060;505189
xxxx;D;211001;000000;6029.5;6080.5;5976.5;6014;214834
xxxx;D;211004;000000;6022;6056.5;5928.5;5985.5;316715
xxxx;D;211005;000000;5980;6280;5976;6245;452877
xxxx;D;211006;000000;6275;6289;6162;6240.5;360967
xxxx;D;211007;000000;6250;6377;6215.5;6339.5;448205
xxxx;D;211008;000000;6341.5;6408;6280.5;6300;222182
xxxx;D;211011;000000;6310;6365;6272.5;6350;125948
xxxx;D;211012;000000;6350;6495;6320.5;6475.5;338364
xxxx;D;211013;000000;6485;6488.5;6285;6401;227631
