<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
xxxx;D;200518;000000;2877;2947;2870.4;2945;480408
xxxx;D;200519;000000;2976;2980;2923.6;2970;338651
xxxx;D;200520;000000;2955.2;3000;2941;2964.6;511039
xxxx;D;200521;000000;2944;2960;2895;2910.8;503956
xxxx;D;200522;000000;2889.8;2938.8;2880.6;2905;336192
xxxx;D;200525;000000;2913.8;2962;2908.2;2960.6;258725
xxxx;D;200526;000000;2968.8;2992.8;2911.4;2913.2;553908
xxxx;D;200527;000000;2905.8;2942.8;2817.2;2826;688266
xxxx;D;200528;000000;2875.4;2916.8;2860.4;2888;623076
xxxx;D;200529;000000;2865;2884;2811.6;2833.2;530562
xxxx;D;200601;000000;2849.6;2869.8;2814.4;2846;635598
xxxx;D;200602;000000;2848;2875;2821.2;2837.8;696965
xxxx;D;200603;000000;2848.4;2879.6;2835;2867.6;666883
xxxx;D;200604;000000;2864.8;2882;2837;2861.6;458534
xxxx;D;200605;000000;2874.2;2911.8;2850;2884;425118
xxxx;D;200608;000000;2897.2;2917.8;2866;2873.2;364212
xxxx;D;200609;000000;2896.4;2905;2855;2902;335131
xxxx;D;200610;000000;2895.6;2919.4;2867;2881.2;353031
xxxx;D;200611;000000;2871;2879.8;2817.6;2850;477374
xxxx;D;200615;000000;2836;2975;2820.4;2967.4;799022
xxxx;D;200616;000000;2984;3062;2967.4;3009;916051
xxxx;D;200617;000000;3024;3074;3010;3068.2;606577
xxxx;D;200618;000000;3058.8;3115;3021.2;3108;741015
xxxx;D;200619;000000;3109;3176.2;3107;3155;700308
xxxx;D;200622;000000;3171;3270.8;3115;3254.2;759511
xxxx;D;200623;000000;3248;3444.8;3240.8;3358.6;1723932
xxxx;D;200625;000000;3434;3509.2;3383;3499;1287989
xxxx;D;200626;000000;3477.2;3519.4;3417;3430;610592
xxxx;D;200629;000000;3434.6;3483.2;3380.2;3467;560338
xxxx;D;200630;000000;3467;3564.6;3423;3545.6;631981
xxxx;D;200702;000000;3524;3588;3502;3548.6;438762
xxxx;D;200703;000000;3550;3575;3513;3549.6;274175
xxxx;D;200706;000000;3573;3710;3555.6;3639;611903
xxxx;D;200707;000000;3643;3664.2;3572;3598.8;612278
xxxx;D;200708;000000;3586.8;3636;3553;3581.8;571527
xxxx;D;200709;000000;3583;3658;3575.4;3637.8;495719
xxxx;D;200710;000000;3622.6;3684.8;3590.6;3633;501547
xxxx;D;200713;000000;3640.6;3719.6;3635;3678;463247
xxxx;D;200714;000000;3677;3789;3581.2;3772;733070
xxxx;D;200715;000000;3762.6;3896.4;3762.4;3882.8;816356
xxxx;D;200716;000000;3849.6;3882.8;3807;3824;501829
xxxx;D;200717;000000;3836.4;3966;3830;3950;638095
xxxx;D;200720;000000;3950;4029.4;3901;4029;587288
xxxx;D;200721;000000;4017;4202;3921.2;3964;1030294
xxxx;D;200722;000000;3965;4026.6;3910.6;4010;704144
xxxx;D;200723;000000;4020.2;4069.6;3952.2;4002.8;576118
xxxx;D;200724;000000;3982;4045;3931;4017.2;489272
xxxx;D;200727;000000;4038.4;4155;4012;4123;534302
xxxx;D;200728;000000;4182;4198.8;3971.8;4114.4;1295142
xxxx;D;200729;000000;4131.4;4222;4121.6;4187.8;544339
xxxx;D;200730;000000;4184;4196.8;4104.4;4191;548606
xxxx;D;200731;000000;4211.4;4267.6;4180.2;4257;808414
xxxx;D;200803;000000;4261;4328.8;4242.6;4288.6;546317
xxxx;D;200804;000000;4304;4348.8;4280.2;4312;343736
xxxx;D;200805;000000;4323.4;4355;4310;4340.2;508572
xxxx;D;200806;000000;4342;4417.6;4330.2;4413.8;431203
xxxx;D;200807;000000;4399.8;4443.6;4321;4360;565488
xxxx;D;200810;000000;4380.4;4396;4173.8;4205;846158
xxxx;D;200811;000000;4228.2;4329;4135.2;4185.8;1317479
xxxx;D;200812;000000;4203.2;4330;4182;4288.8;1220993
xxxx;D;200813;000000;4411.8;4554.2;4317.4;4366;3722104
xxxx;D;200814;000000;4405.6;4459.8;4370.4;4389.6;2193720
xxxx;D;200817;000000;4406.2;4534.6;4406;4500;2532299
xxxx;D;200818;000000;4493.8;4548;4464.4;4503;1977361
xxxx;D;200819;000000;4510;4624.4;4505.4;4620;1961349
xxxx;D;200820;000000;4596;4760;4586;4700;2991385
xxxx;D;200821;000000;4725.2;4823.8;4717.6;4772;2525509
xxxx;D;200824;000000;4792.2;4920;4770.2;4913.4;2313397
xxxx;D;200825;000000;4920.2;5078.2;4890.6;5055;2614166
xxxx;D;200826;000000;5063.2;5135.8;4816.4;4973.6;3774617
xxxx;D;200827;000000;4993.6;5022.8;4791;4842.8;2604003
xxxx;D;200828;000000;4867.2;4928.2;4761;4845;2429625
xxxx;D;200831;000000;4888;5165;4881;5089.4;22750215
xxxx;D;200901;000000;5082.6;5177;4984.8;5033;3622595
xxxx;D;200902;000000;5070;5118.2;4943;5070;2459368
xxxx;D;200903;000000;5043.8;5106;4870;4917.8;2587899
xxxx;D;200904;000000;4890.6;4993.8;4766;4885;2799228
xxxx;D;200907;000000;4845;4997.8;4810;4975;1264674
xxxx;D;200908;000000;4980.2;5035;4660.2;4670.2;3248397
xxxx;D;200909;000000;4695;4759;4650;4743.4;1686076
xxxx;D;200910;000000;4738.8;4775;4585;4597.8;1788524
xxxx;D;200911;000000;4626;4692.2;4572.2;4662;1493158
xxxx;D;200914;000000;4680;4760;4665.2;4730;1131139
xxxx;D;200915;000000;4730.2;4836.8;4656;4685.8;1759118
xxxx;D;200916;000000;4704;4719.6;4608;4637;900653
xxxx;D;200917;000000;4606;4614;4483.4;4595;1633678
xxxx;D;200918;000000;4585;4643.6;4552;4628;1015803
xxxx;D;200921;000000;4615.2;4626.8;4488.2;4527.8;1002994
xxxx;D;200922;000000;4534;4900;4490;4900;3090318
xxxx;D;200923;000000;5100;5653.2;4941.6;5008.6;13054589
xxxx;D;200924;000000;5016.6;5045.8;4763.4;4775;2950463
xxxx;D;200925;000000;4797;4959.8;4710;4934;1839588
xxxx;D;200928;000000;4951.8;5119.8;4941.8;5080;1758903
xxxx;D;200929;000000;5074.4;5131;4940;5095;1482489
xxxx;D;200930;000000;5078.2;5106.8;5022.4;5062;704126
xxxx;D;201001;000000;5072.4;5108.6;4902;4928.8;1209875
xxxx;D;201002;000000;4907.8;4988.6;4844.8;4907;1192250
xxxx;D;201005;000000;4934;5010;4872.2;4980;816213
xxxx;D;201006;000000;4982.2;4999.2;4833.4;4869;1009472
xxxx;D;201007;000000;4891.8;4902.8;4740;4779.4;979550
xxxx;D;201008;000000;4800.4;4816.6;4690.2;4714.6;903958
xxxx;D;201009;000000;4732.2;4766;4620.8;4683;1093789
xxxx;D;201012;000000;4694;4794;4685;4759.8;965369
xxxx;D;201013;000000;4759.4;4855;4736.8;4838.8;1224955
xxxx;D;201014;000000;4843.6;4885.4;4752;4772;868759
xxxx;D;201015;000000;4756.6;4780;4677;4754.4;1013258
xxxx;D;201016;000000;4754.2;4779.8;4503;4530;2239810
xxxx;D;201019;000000;4551;4571.8;4427.2;4457;1424787
xxxx;D;201020;000000;4463.2;4494;4311.4;4340;1493008
xxxx;D;201021;000000;4351;4440;4263.6;4410.2;1857616
xxxx;D;201022;000000;4405;4508.6;4373;4455;1490652
xxxx;D;201023;000000;4443;4529.8;4435.2;4523.2;766336
xxxx;D;201026;000000;4499.6;4540.6;4450.2;4504;624050
xxxx;D;201027;000000;4500;4623;4475.6;4600.8;901719
xxxx;D;201028;000000;4590;4637;4500;4586;1388479
xxxx;D;201029;000000;4605;4655;4584.4;4637.2;992726
xxxx;D;201030;000000;4597.8;4619.6;4515;4561;651709
xxxx;D;201102;000000;4557.2;4685;4543.4;4589.2;843940
xxxx;D;201103;000000;4605;4627.8;4536;4591;858907
xxxx;D;201105;000000;4765;4867;4710.2;4854.8;1492806
xxxx;D;201106;000000;4830;4934.4;4780;4927;1023911
xxxx;D;201109;000000;4988;5077.8;4933.4;4985.4;1831036
xxxx;D;201110;000000;4976;4986;4696;4696;1651350
xxxx;D;201111;000000;4725.4;4813.6;4666.2;4724.8;1630908
xxxx;D;201112;000000;4709.6;4775;4703;4718.8;596016
xxxx;D;201113;000000;4748;4799.8;4732;4799;382448
xxxx;D;201116;000000;4806.2;4839.8;4705.2;4735.2;689840
xxxx;D;201117;000000;4745;4765;4632;4680;464480
xxxx;D;201118;000000;4662.4;4750;4641.2;4691.2;504218
xxxx;D;201119;000000;4698.2;4755;4678;4742.6;353059
xxxx;D;201120;000000;4744;4792.8;4720;4745.6;335322
xxxx;D;201123;000000;4750;4783;4680;4687.6;611856
xxxx;D;201124;000000;4711;4966.6;4695.4;4935.8;1518366
xxxx;D;201125;000000;4951.8;4960;4846;4946;836646
xxxx;D;201126;000000;4940.8;5034.8;4915.8;4985.2;621134
xxxx;D;201127;000000;5006.8;5170;4970.2;5115;988908
xxxx;D;201130;000000;5099.8;5418.4;5065.2;5278;3552109
xxxx;D;201201;000000;5308.2;5389.6;5240.4;5310.4;1215891
xxxx;D;201202;000000;5309;5327.2;5180.2;5193.6;785382
xxxx;D;201203;000000;5212;5245;5136.2;5166;524297
xxxx;D;201204;000000;5185.8;5228;5055.4;5065.2;821760
xxxx;D;201207;000000;5066;5113.2;4962.6;5002.2;729697
xxxx;D;201208;000000;5009.6;5077.8;4952.6;5066.4;777084
xxxx;D;201209;000000;5063.4;5230.8;5040;5094;970424
xxxx;D;201210;000000;5119.6;5189.8;4990.6;5169.2;760322
xxxx;D;201211;000000;5148;5194;5092.2;5124;493797
xxxx;D;201214;000000;5150.8;5160.8;5010.2;5040;593129
xxxx;D;201215;000000;5059;5109.4;5015;5050;385675
xxxx;D;201216;000000;5076;5204.8;5050;5198;537105
xxxx;D;201217;000000;5183.8;5283.6;5100.8;5145.4;926687
xxxx;D;201218;000000;5160.2;5209;5080.2;5082;761329
xxxx;D;201221;000000;5100;5139.8;4991.4;5004.4;874186
xxxx;D;201222;000000;5008.8;5095;4982;5084;423976
xxxx;D;201223;000000;5072.2;5149.8;5041.4;5113;351103
xxxx;D;201224;000000;5126.8;5137.8;4990.4;5029;335241
xxxx;D;201225;000000;5029;5049.8;5002;5039.8;91780
xxxx;D;201228;000000;5048.6;5078.4;4986.2;5026.4;337357
xxxx;D;201229;000000;5017;5065.2;4996;5020.4;342093
xxxx;D;201230;000000;5022;5183.2;5006.4;5167;475906
xxxx;D;210104;000000;5167.8;5235;5113;5185.2;574279
xxxx;D;210105;000000;5184;5389.4;5141;5340.4;688355
xxxx;D;210106;000000;5300;5338.8;5150;5188.8;806459
xxxx;D;210108;000000;5230.6;5323.4;5220;5254.2;892172
xxxx;D;210111;000000;5257.6;5303;5200.4;5214.2;797440
xxxx;D;210112;000000;5224.6;5270;5100.2;5121.8;626655
xxxx;D;210113;000000;5150;5198.6;5053;5079.8;554710
xxxx;D;210114;000000;5098;5132.4;5006;5077.4;740196
xxxx;D;210115;000000;5070;5128;4988.8;4998;796721
xxxx;D;210118;000000;5002;5061;4990;5043.6;534674
xxxx;D;210119;000000;5057;5069.8;4965.4;5008.8;646875
xxxx;D;210120;000000;5016;5178;4985;5170;819724
xxxx;D;210121;000000;5130.2;5167;5006.2;5069;1020112
xxxx;D;210122;000000;5036.8;5098.8;5010;5015.8;577323
xxxx;D;210125;000000;5039.4;5089;4860.4;4901.8;1249250
xxxx;D;210126;000000;4941.8;4984;4884.6;4898.2;1012315
xxxx;D;210127;000000;4909.2;4937;4775.4;4828.4;1030102
xxxx;D;210128;000000;4824.8;4917;4800.4;4876.2;478920
xxxx;D;210129;000000;4859.8;4879.2;4713.2;4760.6;809513
xxxx;D;210201;000000;4786.4;4857.8;4728.6;4847.4;573930
xxxx;D;210202;000000;4850.4;4999.8;4850.4;4997;846570
xxxx;D;210203;000000;4984;5005;4901.6;4917.2;673322
xxxx;D;210204;000000;4934;5018.6;4903.4;5016.6;686670
xxxx;D;210205;000000;4990.2;5024.6;4913;4973.6;580426
xxxx;D;210208;000000;4995.6;5075;4973.2;5060.4;555898
xxxx;D;210209;000000;5062.4;5170;4995.2;5147.2;787338
xxxx;D;210210;000000;5142.8;5349.6;5105;5306;1508444
xxxx;D;210211;000000;5310;5394;5229.6;5361.6;912316
xxxx;D;210212;000000;5374.6;5459.2;5265;5448;1040840
xxxx;D;210215;000000;5463.4;5549.6;5404;5478;576146
xxxx;D;210216;000000;5483.8;5517.2;5325.4;5348;1160561
xxxx;D;210217;000000;5348;5362.8;5100.2;5187;1368065
xxxx;D;210218;000000;5205;5207;5005.4;5007.8;1181958
xxxx;D;210219;000000;5035;5142;4951.2;5005;1449078
xxxx;D;210220;000000;5053.8;5067.6;5007;5064;196731
xxxx;D;210222;000000;5024.4;5048.8;4902.2;4918;908836
xxxx;D;210224;000000;4960;5032;4901.2;4928.2;1001828
xxxx;D;210225;000000;4945;4975;4821;4857.4;906961
xxxx;D;210226;000000;4851;4875.8;4762;4813.2;1438926
xxxx;D;210301;000000;4858.6;5009.2;4820.2;5004.6;1090605
xxxx;D;210302;000000;4968.4;5068.6;4960;5027;683676
xxxx;D;210303;000000;5054.8;5133;4875;4890.2;1021134
xxxx;D;210304;000000;4906.2;4953;4662.4;4718.2;1342783
xxxx;D;210305;000000;4729.8;4819.8;4626.8;4722.8;1438430
xxxx;D;210309;000000;4589.8;4769.2;4575;4707.6;1501368
xxxx;D;210310;000000;4720;4831.2;4652.8;4692;1117692
xxxx;D;210311;000000;4716;4898;4713.6;4889.8;941686
xxxx;D;210312;000000;4858.8;4963.6;4816;4960.4;757248
xxxx;D;210315;000000;4972;5063.8;4932;5039;1138969
xxxx;D;210316;000000;5049.2;5177.8;4957;5161.8;1550466
xxxx;D;210317;000000;5150;5150;4955;5037.6;1872694
xxxx;D;210318;000000;5061.6;5120;4826.2;4858;1791738
xxxx;D;210319;000000;4873;4954.8;4812.6;4880;1153421
xxxx;D;210322;000000;4894;4954.6;4875;4891;539226
xxxx;D;210323;000000;4890.6;4953.6;4853.8;4906;669877
xxxx;D;210324;000000;4910.2;4977.2;4825;4850;845120
xxxx;D;210325;000000;4851;4878.8;4683;4741;1120317
xxxx;D;210326;000000;4766.6;4833.8;4700.2;4785;798846
xxxx;D;210329;000000;4785;4835;4735;4830;620133
xxxx;D;210330;000000;4818.6;4818.6;4721;4788;715561
xxxx;D;210331;000000;4804.4;4915;4725;4859;1119731
xxxx;D;210401;000000;4886;4962.8;4868;4949.2;832481
xxxx;D;210402;000000;4960;4960;4890;4935;294486
xxxx;D;210405;000000;4935;4958.4;4884;4940;409203
xxxx;D;210406;000000;4937;4991.6;4917.8;4961.8;691979
xxxx;D;210407;000000;4963;4979.8;4822;4845.2;666770
xxxx;D;210408;000000;4872.4;4958;4850;4888;700448
xxxx;D;210409;000000;4885.2;4891.4;4794;4813;469363
xxxx;D;210412;000000;4806;4907;4777.2;4854.8;627250
xxxx;D;210413;000000;4865.2;4882;4510;4600;3817613
xxxx;D;210414;000000;4630;4721.4;4576.2;4661;2828314
xxxx;D;210415;000000;4636.6;4697.4;4617;4677.8;988193
xxxx;D;210416;000000;4683.8;4697;4650.6;4690;553149
xxxx;D;210419;000000;4695;4743.4;4650;4663.8;953222
xxxx;D;210420;000000;4679.4;4707;4621;4665.6;796491
xxxx;D;210421;000000;4667.8;4677.8;4631.4;4648;423533
xxxx;D;210422;000000;4642;4687;4590;4605;850772
xxxx;D;210423;000000;4623.2;4623.2;4521.4;4570.2;831281
xxxx;D;210426;000000;4570.2;4721;4558.8;4703.6;1112408
xxxx;D;210427;000000;4707;4776;4671;4732;993756
xxxx;D;210428;000000;4730.2;4857.8;4676.2;4834.8;2009902
xxxx;D;210429;000000;4851.4;5054.8;4834;5040;1769231
xxxx;D;210430;000000;5027.2;5048;4887.2;4934.8;1318008
xxxx;D;210504;000000;4910;4948;4742;4802.2;987366
xxxx;D;210505;000000;4821.6;4924.8;4815.2;4864.4;698437
xxxx;D;210506;000000;4859.6;4909;4751.2;4828.6;770602
xxxx;D;210507;000000;4839.8;4859;4785;4831.6;514574
xxxx;D;210510;000000;4824;4836.8;4690;4702.8;679601
xxxx;D;210511;000000;4685;4698;4570.8;4678;1203590
xxxx;D;210512;000000;4678;4731.4;4581.4;4601;964585
xxxx;D;210513;000000;4599.8;4659.8;4574;4638.4;836836
xxxx;D;210514;000000;4651.8;4699.2;4615.6;4687;503970
xxxx;D;210517;000000;4685;4706.6;4609.2;4704.2;537501
xxxx;D;210518;000000;4726;4814.6;4700;4740;967606
xxxx;D;210519;000000;4752;4755.2;4653;4741.6;594753
xxxx;D;210520;000000;4748;4762;4666;4750.8;549267
xxxx;D;210521;000000;4740;4796.6;4692;4767.2;635993
xxxx;D;210524;000000;4790.6;4900;4741.2;4891.8;785575
xxxx;D;210525;000000;4890.2;4928.8;4881.2;4897.8;489356
xxxx;D;210526;000000;4905.4;5005;4898.4;4995.4;728677
xxxx;D;210527;000000;4995;5020;4930;4962.2;1123473
xxxx;D;210528;000000;4980.8;5012.6;4920.2;4945;363633
xxxx;D;210531;000000;4974;4998.8;4916.2;4942;231371
xxxx;D;210601;000000;4950;5030;4890;4933;581810
xxxx;D;210602;000000;4933;4988;4895;4948;680065
xxxx;D;210603;000000;4979.2;4994;4886.6;4901.8;453756
xxxx;D;210604;000000;4914.4;4935.4;4861.2;4923.4;534795
xxxx;D;210607;000000;4923.4;4928.2;4865;4911.4;322039
xxxx;D;210608;000000;4912.4;4935.2;4871.8;4889.6;429070
xxxx;D;210609;000000;4899.8;5020;4865.2;4973;843246
xxxx;D;210610;000000;4968;5025;4930;5005.8;510385
xxxx;D;210611;000000;5020;5093.2;4975.6;5056.8;871342
xxxx;D;210614;000000;5070.6;5096.4;5037.2;5090;214712
xxxx;D;210615;000000;5087.4;5087.4;4910.2;4925;559238
xxxx;D;210616;000000;4931.6;4993;4899;4962.8;534296
xxxx;D;210617;000000;4952.6;5063;4928.2;5041.4;642669
xxxx;D;210618;000000;5032;5110;4951.6;5047;865518
xxxx;D;210621;000000;5047;5123;5002;5008.4;491552
xxxx;D;210622;000000;5016.8;5036;4982;5007;366983
xxxx;D;210623;000000;5008.8;5046.4;4985;5040;319871
xxxx;D;210624;000000;5050;5070;5007;5033;375630
xxxx;D;210625;000000;5040.2;5103;5020.6;5088;363564
xxxx;D;210628;000000;5088;5155;5064;5099.8;337688
xxxx;D;210629;000000;5102.8;5119.8;5027;5084.6;486779
xxxx;D;210630;000000;5084;5199;5071.2;5176.6;859944
xxxx;D;210701;000000;5179;5199;5089.4;5168.6;380605
xxxx;D;210702;000000;5140.6;5229.8;5127.6;5216;338974
xxxx;D;210705;000000;5230.2;5236.4;5191.2;5212.4;191960
xxxx;D;210706;000000;5209.4;5262.4;5163;5247.4;476766
xxxx;D;210707;000000;5248;5410;5235.6;5341.4;1001716
xxxx;D;210708;000000;5340;5379.8;5216;5354.2;619467
xxxx;D;210709;000000;5361.6;5361.6;5151;5235.8;625317
xxxx;D;210712;000000;5250.2;5296.8;5208.8;5281;349925
xxxx;D;210713;000000;5273.8;5298;5206.2;5256.8;374339
xxxx;D;210714;000000;5252.2;5278.8;5172.2;5177.8;382642
xxxx;D;210715;000000;5174;5238.8;5140;5188;313127
xxxx;D;210716;000000;5193.8;5235;5137.8;5150;345078
xxxx;D;210719;000000;5150;5179;5059.8;5109;545818
xxxx;D;210720;000000;5122.8;5127.6;5045.2;5095.4;332912
xxxx;D;210721;000000;5100;5165;5075.4;5151.2;260067
xxxx;D;210722;000000;5161.8;5198.8;5112;5165.8;381228
xxxx;D;210723;000000;5173.4;5198.8;5115;5196.4;304303
xxxx;D;210726;000000;5185.6;5237;5130;5155.2;669192
xxxx;D;210727;000000;5154.8;5177.2;4975.4;5035.2;740135
xxxx;D;210728;000000;5014;5137.4;5000.4;5076.8;692146
xxxx;D;210729;000000;5076.2;5095.8;5005;5034.6;505841
xxxx;D;210730;000000;5011;5026;4905;4970.4;954770
xxxx;D;210802;000000;4994;5007.6;4928;4938;353448
xxxx;D;210803;000000;4944.2;4972;4910.2;4934;445134
xxxx;D;210804;000000;4943.4;5019.8;4910;4989.6;479392
xxxx;D;210805;000000;4992.4;5032.2;4960.2;4995;376717
xxxx;D;210806;000000;4991;5025.2;4920;4971.2;393665
xxxx;D;210809;000000;4971.2;5007;4936;4971;268030
xxxx;D;210810;000000;4986.4;4994;4930.8;4966.2;276377
xxxx;D;210811;000000;4970;5065;4945;5036.4;453405
xxxx;D;210812;000000;5026;5068.6;4971;4984.4;369995
xxxx;D;210813;000000;4984.8;5000.4;4935;4975;214780
xxxx;D;210816;000000;4970;5093.4;4960;5093;581957
xxxx;D;210817;000000;5065;5139.8;5061.4;5065.2;536075
xxxx;D;210818;000000;5096.2;5127;5052.4;5055.2;294711
xxxx;D;210819;000000;5052;5115;4994.2;5065.6;506013
xxxx;D;210820;000000;5065.6;5113.8;5016;5061;287267
xxxx;D;210823;000000;5093;5124.8;5047;5104;303032
xxxx;D;210824;000000;5115;5159.2;5061.2;5159;372150
xxxx;D;210825;000000;5150;5155.4;5106;5129.6;248387
xxxx;D;210826;000000;5129.6;5233.8;5091;5219;399212
xxxx;D;210827;000000;5218;5326.8;5180;5308;593499
xxxx;D;210830;000000;5309.8;5405;5290;5352.4;570458
xxxx;D;210831;000000;5385.8;5647;5378;5615;1520571
xxxx;D;210901;000000;5624;5767.4;5565;5699.6;1061509
xxxx;D;210902;000000;5724.8;5773;5629.6;5636.4;709017
xxxx;D;210903;000000;5649.8;5738.2;5592;5732.6;525282
xxxx;D;210906;000000;5740;5860;5726.6;5804;382579
xxxx;D;210907;000000;5810;5828.6;5689;5690.8;618931
