TICKER,date,OPEN,HIGH,LOW,CLOSE,VOL,value_key_rate,value_petroleum,value_currency
company_8,2020-01-03,230.525,231.7,229.975,231.2,2376468.0,6.25,68.6226,61.234
company_8,2020-01-06,230.55,230.975,229.65,230.55,1595192.0,6.25,68.91,61.234
company_8,2020-01-08,231.05,235.0,231.0,232.625,5727468.0,6.25,64.79,61.234
company_8,2020-01-09,234.1,236.5,232.875,235.375,5893216.0,6.25,65.3377,61.234
company_8,2020-01-10,235.6,239.45,235.025,238.0,5974320.0,6.25,65.021,61.234
company_8,2020-01-13,238.25,241.25,238.05,240.3,6525562.0,6.25,64.2342,60.9474
company_8,2020-01-14,240.75,242.125,235.5,236.3,7885366.0,6.25,64.4199,60.9474
company_8,2020-01-15,236.0,240.75,233.5,234.025,11951454.0,6.25,64.0,61.414
company_8,2020-01-16,235.05,239.125,235.0,239.125,6168468.0,6.25,64.62,61.4328
company_8,2020-01-17,239.125,241.0,238.5,240.175,5596880.0,6.25,64.85,61.5694
company_8,2020-01-20,240.75,244.2,240.0,240.075,8951860.0,6.25,65.2,61.4654
company_8,2020-01-21,240.075,251.25,237.075,249.05,31238966.0,6.25,64.5758,61.4654
company_8,2020-01-22,249.7,251.25,244.425,244.85,10303060.0,6.25,63.21,61.8552
company_8,2020-01-23,243.0,247.25,241.0,242.5,8608640.0,6.25,62.04,61.8343
company_8,2020-01-24,243.75,245.575,240.0,240.0,7977554.0,6.25,60.69,61.9515
company_8,2020-01-27,237.475,238.35,231.25,234.1,10070426.0,6.25,59.32,62.338
company_8,2020-01-28,235.625,236.475,232.125,236.0,5206370.0,6.25,59.51,62.338
company_8,2020-01-29,236.625,238.9,235.0,237.7,6898428.0,6.25,59.81,62.8299
company_8,2020-01-30,236.65,238.675,235.05,235.225,4482164.0,6.25,58.29,62.3934
company_8,2020-01-31,237.05,237.8,232.0,232.0,6008302.0,6.25,56.62,63.0359
company_8,2020-02-03,230.3,232.825,229.175,230.75,5748806.0,6.25,54.45,63.9091
company_8,2020-02-04,231.85,237.175,231.65,236.275,7699806.0,6.25,53.96,63.9091
company_8,2020-02-05,236.65,240.875,235.125,238.4,7901626.0,6.25,55.28,63.4342
company_8,2020-02-06,240.0,241.75,238.55,240.375,6077158.0,6.25,54.93,63.1742
company_8,2020-02-07,240.2,241.15,237.0,240.45,3498560.0,6.25,54.5036,62.7977
company_8,2020-02-10,240.575,242.5,237.0,237.0,6949636.0,6.0,53.27,63.7708
company_8,2020-02-11,238.0,238.95,237.1,237.2,5602294.0,6.0,54.01,63.7708
company_8,2020-02-12,237.4,240.25,237.25,239.35,3927092.0,6.0,55.79,63.949
company_8,2020-02-13,238.925,241.8,237.925,240.0,5720036.0,6.0,56.34,63.047
company_8,2020-02-14,240.6,241.25,238.675,239.425,2323122.0,6.0,57.32,63.6016
company_8,2020-02-17,240.375,240.9,239.4,240.475,1835518.0,6.0,57.75,63.3085
company_8,2020-02-18,239.625,239.975,236.0,236.025,4749430.0,6.0,57.75,63.3085
company_8,2020-02-19,237.0,237.9,236.4,237.35,2758896.0,6.0,59.12,63.7698
company_8,2020-02-20,237.825,238.925,237.55,237.55,2521326.0,6.0,59.31,63.6873
company_8,2020-02-21,236.95,240.5,236.0,239.8,3954278.0,6.0,58.2434,63.7413
company_8,2020-02-25,236.75,241.375,236.1,236.475,10537906.0,6.0,54.95,64.9213
company_8,2020-02-26,235.25,238.7,232.6,236.15,10443274.0,6.0,53.43,64.9213
company_8,2020-02-27,234.725,235.65,226.55,226.95,9260606.0,6.0,52.18,65.5177
company_8,2020-02-28,221.5,222.475,212.15,216.65,17778764.0,6.0,50.52,65.6097
company_8,2020-03-02,220.7,222.2,213.075,215.0,12841586.0,6.0,52.0486,66.3274
company_8,2020-03-03,218.55,220.95,214.175,216.275,10137124.0,6.0,51.9,66.3274
company_8,2020-03-04,214.125,219.0,213.5,215.775,5737690.0,6.0,51.4,66.4437
company_8,2020-03-05,217.875,218.9,214.625,215.35,5075082.0,6.0,49.93,66.0784
company_8,2020-03-06,212.925,213.0,204.175,206.1,12488844.0,6.0,45.5,66.1854
company_8,2020-03-10,185.5,198.5,173.9,187.25,20019046.0,6.0,37.81,72.0208
company_8,2020-03-11,191.425,191.425,180.85,181.775,11740880.0,6.0,35.79,72.0208
company_8,2020-03-12,174.975,174.975,153.675,155.6,29331304.0,6.0,32.66,71.472
