TICKER,date,OPEN,HIGH,LOW,CLOSE,VOL,value_key_rate,value_petroleum,value_currency
company_2,2020-01-03,6203.5,6294.0,6185.0,6294.0,791658.0,6.25,68.6226,61.234
company_2,2020-01-06,6300.0,6382.0,6284.5,6382.0,751576.0,6.25,68.91,61.234
company_2,2020-01-08,6401.0,6513.0,6350.5,6496.5,974042.0,6.25,64.79,61.234
company_2,2020-01-09,6450.0,6523.5,6393.5,6430.0,876659.0,6.25,65.3377,61.234
company_2,2020-01-10,6432.5,6505.0,6395.0,6490.0,497687.0,6.25,65.021,61.234
company_2,2020-01-13,6495.0,6541.5,6465.0,6530.0,577701.0,6.25,64.2342,60.9474
company_2,2020-01-14,6544.5,6566.5,6459.5,6520.5,718439.0,6.25,64.4199,60.9474
company_2,2020-01-15,6515.5,6574.0,6480.0,6552.5,1053251.0,6.25,64.0,61.414
company_2,2020-01-16,6558.0,6596.0,6542.0,6590.0,1019894.0,6.25,64.62,61.4328
company_2,2020-01-17,6589.5,6714.5,6581.0,6685.0,1209611.0,6.25,64.85,61.5694
company_2,2020-01-20,6700.0,6770.0,6684.5,6717.0,446394.0,6.25,65.2,61.4654
company_2,2020-01-21,6689.0,6716.0,6611.0,6708.5,548342.0,6.25,64.5758,61.4654
company_2,2020-01-22,6713.5,6810.0,6655.5,6655.5,867837.0,6.25,63.21,61.8552
company_2,2020-01-23,6619.5,6633.5,6536.5,6590.0,1217162.0,6.25,62.04,61.8343
company_2,2020-01-24,6608.0,6650.0,6592.5,6620.0,506775.0,6.25,60.69,61.9515
company_2,2020-01-27,6549.5,6569.5,6413.0,6545.0,1073913.0,6.25,59.32,62.338
company_2,2020-01-28,6568.0,6657.0,6503.5,6650.0,769434.0,6.25,59.51,62.338
company_2,2020-01-29,6691.0,6726.0,6601.5,6633.0,944493.0,6.25,59.81,62.8299
company_2,2020-01-30,6498.5,6535.0,6415.0,6443.5,1580771.0,6.25,58.29,62.3934
company_2,2020-01-31,6635.0,6670.0,6540.5,6550.5,1742128.0,6.25,56.62,63.0359
company_2,2020-02-03,6519.5,6600.0,6517.0,6594.5,2671005.0,6.25,54.45,63.9091
company_2,2020-02-04,6602.0,6633.0,6490.0,6500.0,1670313.0,6.25,53.96,63.9091
company_2,2020-02-05,6514.0,6595.0,6452.0,6550.5,1105040.0,6.25,55.28,63.4342
company_2,2020-02-06,6584.5,6605.0,6501.0,6506.5,685669.0,6.25,54.93,63.1742
company_2,2020-02-07,6510.0,6529.0,6405.0,6450.5,938705.0,6.25,54.5036,62.7977
company_2,2020-02-10,6450.5,6451.5,6350.0,6410.0,946881.0,6.0,53.27,63.7708
company_2,2020-02-11,6420.0,6441.5,6324.5,6397.5,1291961.0,6.0,54.01,63.7708
company_2,2020-02-12,6397.0,6466.0,6384.5,6466.0,948883.0,6.0,55.79,63.949
company_2,2020-02-13,6455.0,6500.0,6388.0,6470.5,711876.0,6.0,56.34,63.047
